Fold1:, 74.96296296296296, 11.305013897683002, 0.8867016248034943, 
Fold2:, 58.38509316770186, 5.441093120509799, 0.9449211985917808, 
Fold3:, 61.596009975062344, 4.14558834341009, 0.957824222468711, 
Fold4:, 62.5, 5.654623835195682, 0.9428937957309276, 
Fold5:, 55.767869780608635, 7.926086608643079, 0.9199806006408294, 
Fold1:, 72.5925925925926, 8.565319110119018, 0.9140061971242558, 
Fold2:, 59.834368530020704, 5.697931506359688, 0.9423843143850636, 
Fold3:, 62.510390689941815, 4.73251388981274, 0.9519865149305222, 
Fold4:, 56.918238993710695, 3.395433150029703, 0.9653478280703743, 
Fold5:, 65.32200990799717, 7.774952659512991, 0.9216883948361035, 
